"CODE","ID","NOWAGE","NAME","GENDER","INVEST_TOT","R_DATE","F_TYPE","F_SELECT","GOALMONEY","GOALTIME","SAVEDMONEY","POSITIVEMONEY","REQUIRETIME","SHORTAGEMONEY","SURPLUSMONEY","REQUIREMONEY_M","HOME_SELECT","HOME_REGION","HOME_TYPE","HOME_M","EDU_N","EDU_1","EDU_2","RETIRE_P","RETIRE_PAY","RETIRE_G","ETC_GOAL"
"13514857","test01",34,"시험용",0,182,"2017-04-29 01:47:41",4,0,1521,13,0,8,1,0,83,8,0,0,0,0,0,0,0,154,13063,1,"목돈만들기"
"72660328","test01",53,"시험용",1,88,"2017-04-29 01:47:41",0,0,13671,20,0,36,3,0,181,36,0,1,2152,21,0,0,0,0,0,0,"목돈만들기"
"72660328","test01",53,"시험용",1,88,"2017-04-29 01:47:42",1,1,5315,14,0,-27,-1,11341,0,24,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"72660328","test01",53,"시험용",1,88,"2017-04-29 01:47:42",2,0,5772,6,0,78,1,13,0,78,0,0,0,0,2,6,10,0,0,0,"목돈만들기"
"72660328","test01",53,"시험용",1,88,"2017-04-29 01:47:42",3,0,276,2,5155,-353,0,0,88,-379,0,0,0,0,0,0,0,103,5464,1,"목돈만들기"
"72660328","test01",53,"시험용",1,88,"2017-04-29 01:47:42",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,5464,1,"목돈만들기"
"80238291","test01",51,"시험용",1,117,"2017-04-29 01:47:43",0,0,10416,12,0,86,1,0,4978,58,0,0,2152,40,0,0,0,0,0,0,"목돈만들기"
"80238291","test01",51,"시험용",1,117,"2017-04-29 01:47:43",1,1,9586,14,0,63,1,0,4475,43,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"80238291","test01",51,"시험용",1,117,"2017-04-29 01:47:43",2,0,4940,13,0,0,0,4940,0,25,0,0,0,0,1,13,0,0,0,0,"목돈만들기"
"80238291","test01",51,"시험용",1,117,"2017-04-29 01:47:43",3,0,2318,7,6087,-32,0,813,0,-32,0,0,0,0,0,0,0,122,8261,1,"목돈만들기"
"80238291","test01",51,"시험용",1,117,"2017-04-29 01:47:44",4,0,8719,12,0,0,0,8719,0,49,0,0,0,0,0,0,0,122,8261,1,"목돈만들기"
"40794257","test01",46,"시험용",1,134,"2017-04-29 01:47:44",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"40794257","test01",46,"시험용",1,134,"2017-04-29 01:47:44",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"40794257","test01",46,"시험용",1,134,"2017-04-29 01:47:45",2,0,7412,7,0,25,2,5116,0,81,0,0,0,0,3,7,8,0,0,0,"목돈만들기"
"40794257","test01",46,"시험용",1,134,"2017-04-29 01:47:45",3,0,16833,21,9115,25,3,1087,0,28,0,0,0,0,0,0,0,182,17344,1,"목돈만들기"
"40794257","test01",46,"시험용",1,134,"2017-04-29 01:47:45",4,0,3721,8,0,25,1,943,0,33,0,0,0,0,0,0,0,182,17344,1,"목돈만들기"
"85780230","test01",30,"시험용",0,4,"2017-04-29 01:47:45",0,0,13735,8,0,2,22,13513,0,124,0,1,1582,41,0,0,0,0,0,0,"목돈만들기"
"85780230","test01",30,"시험용",0,4,"2017-04-29 01:47:46",1,1,8149,9,0,1,24,8017,0,62,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"85780230","test01",30,"시험용",0,4,"2017-04-29 01:47:46",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"85780230","test01",30,"시험용",0,4,"2017-04-29 01:47:46",3,0,12967,32,7221,1,32,9629,0,12,0,0,0,0,0,0,0,144,11663,1,"목돈만들기"
"85780230","test01",30,"시험용",0,4,"2017-04-29 01:47:46",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,11663,1,"목돈만들기"
"97366933","test01",52,"시험용",1,51,"2017-04-29 01:47:46",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"97366933","test01",52,"시험용",1,51,"2017-04-29 01:47:46",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"97366933","test01",52,"시험용",1,51,"2017-04-29 01:47:47",2,0,5772,3,0,59,1,4204,0,217,0,0,0,0,2,3,7,0,0,0,"목돈만들기"
"97366933","test01",52,"시험용",1,51,"2017-04-29 01:47:47",3,0,2841,7,6473,-30,0,787,0,-30,0,0,0,0,0,0,0,129,9419,1,"목돈만들기"
"97366933","test01",52,"시험용",1,51,"2017-04-29 01:47:47",4,0,1519,11,0,-1,-15,1677,0,10,0,0,0,0,0,0,0,129,9419,1,"목돈만들기"
"24106385","test01",50,"시험용",1,77,"2017-04-29 01:47:47",0,0,5729,10,0,37,1,588,0,41,0,0,2152,22,0,0,0,0,0,0,"목돈만들기"
"24106385","test01",50,"시험용",1,77,"2017-04-29 01:47:47",1,1,7804,12,0,26,2,3150,0,44,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"24106385","test01",50,"시험용",1,77,"2017-04-29 01:47:48",2,0,4592,3,0,11,3,4300,0,173,0,0,0,0,1,3,0,0,0,0,"목돈만들기"
"24106385","test01",50,"시험용",1,77,"2017-04-29 01:47:48",3,0,4299,10,6633,-7,0,1023,0,-7,0,0,0,0,0,0,0,133,9899,1,"목돈만들기"
"24106385","test01",50,"시험용",1,77,"2017-04-29 01:47:48",4,0,2448,5,0,11,2,1821,0,43,0,0,0,0,0,0,0,133,9899,1,"목돈만들기"
"3215715","test01",54,"시험용",1,125,"2017-04-29 01:47:48",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"3215715","test01",54,"시험용",1,125,"2017-04-29 01:47:48",1,1,6326,8,0,57,1,0,8,57,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"3215715","test01",54,"시험용",1,125,"2017-04-29 01:47:49",2,0,7500,7,0,70,1,1071,0,82,0,0,0,0,3,7,7,0,0,0,"목돈만들기"
"3215715","test01",54,"시험용",1,125,"2017-04-29 01:47:49",3,0,4886,8,7449,-29,0,2630,0,-13,0,0,0,0,0,0,0,149,12346,1,"목돈만들기"
"3215715","test01",54,"시험용",1,125,"2017-04-29 01:47:49",4,0,786,8,0,7,1,8,0,7,0,0,0,0,0,0,0,149,12346,1,"목돈만들기"
"47949755","test01",25,"시험용",0,48,"2017-04-29 01:47:49",0,0,12347,6,0,21,4,10796,0,167,0,1,1582,43,0,0,0,0,0,0,"목돈만들기"
"47949755","test01",25,"시험용",0,48,"2017-04-29 01:47:49",1,1,4588,12,0,15,2,1903,0,26,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"47949755","test01",25,"시험용",0,48,"2017-04-29 01:47:50",2,0,4624,4,0,6,5,4376,0,112,0,0,0,0,1,4,0,0,0,0,"목돈만들기"
"47949755","test01",25,"시험용",0,48,"2017-04-29 01:47:50",3,0,11345,35,6745,6,9,3023,0,9,0,0,0,0,0,0,0,135,10235,1,"목돈만들기"
"47949755","test01",25,"시험용",0,48,"2017-04-29 01:47:50",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,10235,1,"목돈만들기"
"32332661","test01",45,"시험용",1,136,"2017-04-29 01:47:50",0,0,5171,7,0,56,1,27,0,56,0,1,407,42,0,0,0,0,0,0,"목돈만들기"
"32332661","test01",45,"시험용",1,136,"2017-04-29 01:47:50",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"32332661","test01",45,"시험용",1,136,"2017-04-29 01:47:50",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"32332661","test01",45,"시험용",1,136,"2017-04-29 01:47:51",3,0,17403,22,9087,42,2,0,4469,27,0,0,0,0,0,0,0,182,17262,1,"목돈만들기"
"32332661","test01",45,"시험용",1,136,"2017-04-29 01:47:51",4,0,2422,10,0,17,1,60,0,17,0,0,0,0,0,0,0,182,17262,1,"목돈만들기"
"17815083","test01",49,"시험용",1,109,"2017-04-29 01:47:51",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"17815083","test01",49,"시험용",1,109,"2017-04-29 01:47:51",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"17815083","test01",49,"시험용",1,109,"2017-04-29 01:47:51",2,0,4689,6,0,29,1,2548,0,64,0,0,0,0,1,6,0,0,0,0,"목돈만들기"
"17815083","test01",49,"시험용",1,109,"2017-04-29 01:47:52",3,0,5972,12,7059,3,4,1287,0,3,0,0,0,0,0,0,0,141,11177,1,"목돈만들기"
"17815083","test01",49,"시험용",1,109,"2017-04-29 01:47:52",4,0,7997,13,0,29,2,2181,0,40,0,0,0,0,0,0,0,141,11177,1,"목돈만들기"
"63456119","test01",51,"시험용",1,199,"2017-04-29 01:47:52",0,0,11485,9,0,87,1,24,0,87,0,1,1582,40,0,0,0,0,0,0,"목돈만들기"
"63456119","test01",51,"시험용",1,199,"2017-04-29 01:47:52",1,1,1624,5,0,29,0,0,29,28,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"63456119","test01",51,"시험용",1,199,"2017-04-29 01:47:52",2,0,4757,8,0,43,1,0,21,43,0,0,0,0,1,8,0,0,0,0,"목돈만들기"
"63456119","test01",51,"시험용",1,199,"2017-04-29 01:47:53",3,0,18220,19,9849,37,3,742,0,34,0,0,0,0,0,0,0,197,19546,1,"목돈만들기"
"63456119","test01",51,"시험용",1,199,"2017-04-29 01:47:53",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,19546,1,"목돈만들기"
"13539427","test01",21,"시험용",0,76,"2017-04-29 01:47:53",0,0,14842,18,0,37,3,2795,0,46,0,1,2152,38,0,0,0,0,0,0,"목돈만들기"
"13539427","test01",21,"시험용",0,76,"2017-04-29 01:47:53",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"13539427","test01",21,"시험용",0,76,"2017-04-29 01:47:53",2,0,4793,9,0,6,5,4003,0,36,0,0,0,0,1,9,0,0,0,0,"목돈만들기"
"13539427","test01",21,"시험용",0,76,"2017-04-29 01:47:54",3,0,8512,37,6161,6,7,0,317,6,0,0,0,0,0,0,0,123,8483,1,"목돈만들기"
"13539427","test01",21,"시험용",0,76,"2017-04-29 01:47:54",4,0,5219,14,0,12,3,2541,0,23,0,0,0,0,0,0,0,123,8483,1,"목돈만들기"
"28006162","test01",35,"시험용",0,200,"2017-04-29 01:47:54",0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"28006162","test01",35,"시험용",0,200,"2017-04-29 01:47:54",1,1,4312,3,0,119,0,1149,0,162,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"28006162","test01",35,"시험용",0,200,"2017-04-29 01:47:54",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"28006162","test01",35,"시험용",0,200,"2017-04-29 01:47:54",3,0,5920,23,6053,6,5,2011,0,6,0,0,0,0,0,0,0,121,8159,1,"목돈만들기"
"28006162","test01",35,"시험용",0,200,"2017-04-29 01:47:54",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,8159,1,"목돈만들기"
"97850142","test01",43,"시험용",1,50,"2017-04-29 01:47:55",0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"97850142","test01",43,"시험용",1,50,"2017-04-29 01:47:55",1,1,9696,8,0,19,3,7585,0,87,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"97850142","test01",43,"시험용",1,50,"2017-04-29 01:47:55",2,0,4902,12,0,8,4,3470,0,27,0,0,0,0,1,12,0,0,0,0,"목돈만들기"
"97850142","test01",43,"시험용",1,50,"2017-04-29 01:47:55",3,0,7592,18,6848,8,3,622,0,10,0,0,0,0,0,0,0,137,10545,1,"목돈만들기"
"97850142","test01",43,"시험용",1,50,"2017-04-29 01:47:55",4,0,5815,11,0,8,5,4547,0,37,0,0,0,0,0,0,0,137,10545,1,"목돈만들기"
"16135368","test01",46,"시험용",1,86,"2017-04-29 01:47:56",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"16135368","test01",46,"시험용",1,86,"2017-04-29 01:47:56",1,1,7163,5,0,38,1,4997,0,126,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"16135368","test01",46,"시험용",1,86,"2017-04-29 01:47:56",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"16135368","test01",46,"시험용",1,86,"2017-04-29 01:47:56",3,0,12891,19,8301,15,3,2374,0,22,0,0,0,0,0,0,0,166,14903,1,"목돈만들기"
"16135368","test01",46,"시험용",1,86,"2017-04-29 01:47:56",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,14903,1,"목돈만들기"
"25151487","test01",43,"시험용",1,2,"2017-04-29 01:47:57",0,0,13996,7,0,7,10,13353,0,152,0,1,2152,43,0,0,0,0,0,0,"목돈만들기"
"25151487","test01",43,"시험용",1,2,"2017-04-29 01:47:57",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"25151487","test01",43,"시험용",1,2,"2017-04-29 01:47:57",2,0,4592,3,0,2,11,4539,0,173,0,0,0,0,1,3,0,0,0,0,"목돈만들기"
"25151487","test01",43,"시험용",1,2,"2017-04-29 01:47:57",3,0,1914,13,5306,-9,0,1265,0,-9,0,0,0,0,0,0,0,106,5918,1,"목돈만들기"
"25151487","test01",43,"시험용",1,2,"2017-04-29 01:47:57",4,0,3781,5,0,2,10,3667,0,66,0,0,0,0,0,0,0,106,5918,1,"목돈만들기"
"37512059","test01",55,"시험용",1,31,"2017-04-29 01:47:58",0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"37512059","test01",55,"시험용",1,31,"2017-04-29 01:47:58",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"37512059","test01",55,"시험용",1,31,"2017-04-29 01:47:58",2,0,7500,11,0,6,7,6549,0,47,0,0,0,0,3,11,11,0,0,0,"목돈만들기"
"37512059","test01",55,"시험용",1,31,"2017-04-29 01:47:58",3,0,11996,13,9237,6,5,3723,0,25,0,0,0,0,0,0,0,185,17710,1,"목돈만들기"
"37512059","test01",55,"시험용",1,31,"2017-04-29 01:47:58",4,0,8908,12,0,6,9,7834,0,50,0,0,0,0,0,0,0,185,17710,1,"목돈만들기"
"33365188","test01",35,"시험용",0,85,"2017-04-29 01:48:41",2,0,4865,11,0,17,2,2171,0,31,0,0,0,0,1,11,0,0,0,0,"목돈만들기"
"33365188","test01",35,"시험용",0,85,"2017-04-29 01:48:42",3,0,11155,26,7164,17,4,0,2,13,0,0,0,0,0,0,0,143,11493,1,"목돈만들기"
"33365188","test01",35,"시험용",0,85,"2017-04-29 01:48:42",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,11493,1,"목돈만들기"
"32077760","test01",51,"시험용",1,134,"2017-04-29 01:48:42",0,0,1724,15,0,7,2,0,5,7,0,0,407,35,0,0,0,0,0,0,"목돈만들기"
"32077760","test01",51,"시험용",1,134,"2017-04-29 01:48:42",1,1,9668,14,0,43,2,71,0,43,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"32077760","test01",51,"시험용",1,134,"2017-04-29 01:48:42",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"32077760","test01",51,"시험용",1,134,"2017-04-29 01:48:43",3,0,4111,9,6726,-11,0,992,0,-11,0,0,0,0,0,0,0,135,10178,1,"목돈만들기"
"32077760","test01",51,"시험용",1,134,"2017-04-29 01:48:43",4,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,135,10178,1,"목돈만들기"
"68192072","test01",37,"시험용",0,107,"2017-04-29 01:48:43",0,0,11718,13,0,58,1,86,0,58,0,1,2152,30,0,0,0,0,0,0,"목돈만들기"
"68192072","test01",37,"시험용",0,107,"2017-04-29 01:48:43",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"68192072","test01",37,"시험용",0,107,"2017-04-29 01:48:44",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"68192072","test01",37,"시험용",0,107,"2017-04-29 01:48:44",3,0,19342,29,8756,22,5,2317,0,22,0,0,0,0,0,0,0,175,16268,1,"목돈만들기"
"68192072","test01",37,"시험용",0,107,"2017-04-29 01:48:44",4,0,1853,12,0,10,1,63,0,10,0,0,0,0,0,0,0,175,16268,1,"목돈만들기"
"82131704","test01",52,"시험용",1,224,"2017-04-29 01:48:44",0,0,9374,12,0,52,1,66,0,52,0,1,2152,24,0,0,0,0,0,0,"목돈만들기"
"82131704","test01",52,"시험용",1,224,"2017-04-29 01:48:45",1,1,4076,7,0,44,1,35,0,44,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"82131704","test01",52,"시험용",1,224,"2017-04-29 01:48:45",2,0,4828,10,0,108,0,0,10177,35,0,0,0,0,1,10,0,0,0,0,"목돈만들기"
"82131704","test01",52,"시험용",1,224,"2017-04-29 01:48:45",3,0,9827,13,8390,17,2,1411,0,17,0,0,0,0,0,0,0,168,15170,1,"목돈만들기"
"82131704","test01",52,"시험용",1,224,"2017-04-29 01:48:45",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,15170,1,"목돈만들기"
"83696616","test01",27,"시험용",0,42,"2017-04-29 01:48:46",0,0,7812,17,0,18,3,2446,0,26,0,1,2152,20,0,0,0,0,0,0,"목돈만들기"
"83696616","test01",27,"시험용",0,42,"2017-04-29 01:48:46",1,1,9237,10,0,13,5,7431,0,66,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"83696616","test01",27,"시험용",0,42,"2017-04-29 01:48:46",2,0,4656,5,0,5,6,4371,0,82,0,0,0,0,1,5,0,0,0,0,"목돈만들기"
"83696616","test01",27,"시험용",0,42,"2017-04-29 01:48:46",3,0,26409,41,9244,5,21,17840,0,17,0,0,0,0,0,0,0,185,17732,1,"목돈만들기"
"83696616","test01",27,"시험용",0,42,"2017-04-29 01:48:46",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,17732,1,"목돈만들기"
"75888613","test01",32,"시험용",0,126,"2017-04-29 01:48:46",0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"75888613","test01",32,"시험용",0,126,"2017-04-29 01:48:47",1,1,4264,5,0,52,1,1300,0,75,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"75888613","test01",32,"시험용",0,126,"2017-04-29 01:48:47",2,0,8882,3,0,21,3,8324,0,334,0,0,0,0,4,3,4,0,0,0,"목돈만들기"
"75888613","test01",32,"시험용",0,126,"2017-04-29 01:48:47",3,0,28610,38,9860,21,8,54,0,21,0,0,0,0,0,0,0,197,19580,1,"목돈만들기"
"75888613","test01",32,"시험용",0,126,"2017-04-29 01:48:47",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,19580,1,"목돈만들기"
"84077866","test01",33,"시험용",0,286,"2017-04-29 01:48:47",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"84077866","test01",33,"시험용",0,286,"2017-04-29 01:48:47",1,1,6877,13,0,34,1,58,0,34,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"84077866","test01",33,"시험용",0,286,"2017-04-29 01:48:48",2,0,5827,7,0,167,0,0,9512,63,0,0,0,0,2,7,10,0,0,0,"목돈만들기"
"84077866","test01",33,"시험용",0,286,"2017-04-29 01:48:48",3,0,13585,29,7486,14,6,2920,0,14,0,0,0,0,0,0,0,150,12457,1,"목돈만들기"
"84077866","test01",33,"시험용",0,286,"2017-04-29 01:48:48",4,0,5604,13,0,28,1,0,12,28,0,0,0,0,0,0,0,150,12457,1,"목돈만들기"
"27560424","test01",53,"시험용",1,119,"2017-04-29 01:48:48",0,0,10481,20,0,27,3,92,0,27,0,1,2152,23,0,0,0,0,0,0,"목돈만들기"
"27560424","test01",53,"시험용",1,119,"2017-04-29 01:48:49",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"27560424","test01",53,"시험용",1,119,"2017-04-29 01:48:49",2,0,4656,5,0,28,1,3060,0,82,0,0,0,0,1,5,0,0,0,0,"목돈만들기"
"27560424","test01",53,"시험용",1,119,"2017-04-29 01:48:49",3,0,13753,15,9345,28,2,1627,0,28,0,0,0,0,0,0,0,187,18034,1,"목돈만들기"
"27560424","test01",53,"시험용",1,119,"2017-04-29 01:48:49",4,0,9491,11,0,28,2,5054,0,60,0,0,0,0,0,0,0,187,18034,1,"목돈만들기"
"79681352","test01",54,"시험용",1,56,"2017-04-29 01:48:49",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"79681352","test01",54,"시험용",1,56,"2017-04-29 01:48:49",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"79681352","test01",54,"시험용",1,56,"2017-04-29 01:48:50",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"79681352","test01",54,"시험용",1,56,"2017-04-29 01:48:50",3,0,14755,15,9698,12,4,4763,0,31,0,0,0,0,0,0,0,194,19094,1,"목돈만들기"
"79681352","test01",54,"시험용",1,56,"2017-04-29 01:48:50",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,19094,1,"목돈만들기"
"54937687","test01",22,"시험용",0,246,"2017-04-29 01:48:50",0,0,14582,15,0,59,2,12,0,59,0,1,2152,32,0,0,0,0,0,0,"목돈만들기"
"54937687","test01",22,"시험용",0,246,"2017-04-29 01:48:50",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"54937687","test01",22,"시험용",0,246,"2017-04-29 01:48:50",2,0,5941,3,0,102,0,3230,0,224,0,0,0,0,2,3,4,0,0,0,"목돈만들기"
"54937687","test01",22,"시험용",0,246,"2017-04-29 01:48:51",3,0,14232,39,7136,9,10,3894,0,9,0,0,0,0,0,0,0,143,11407,1,"목돈만들기"
"54937687","test01",22,"시험용",0,246,"2017-04-29 01:48:51",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,11407,1,"목돈만들기"
"92861206","test01",30,"시험용",0,69,"2017-04-29 01:48:51",0,0,1539,9,0,12,1,0,42,12,0,1,407,25,0,0,0,0,0,0,"목돈만들기"
"92861206","test01",30,"시험용",0,69,"2017-04-29 01:48:51",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"92861206","test01",30,"시험용",0,69,"2017-04-29 01:48:51",2,0,5827,10,0,17,2,3465,0,42,0,0,0,0,2,10,13,0,0,0,"목돈만들기"
"92861206","test01",30,"시험용",0,69,"2017-04-29 01:48:52",3,0,25102,38,9216,17,9,4869,0,18,0,0,0,0,0,0,0,184,17648,1,"목돈만들기"
"92861206","test01",30,"시험용",0,69,"2017-04-29 01:48:52",4,0,8116,12,0,17,3,5073,0,45,0,0,0,0,0,0,0,184,17648,1,"목돈만들기"
"78706715","test01",26,"시험용",0,122,"2017-04-29 01:48:52",0,0,11055,7,0,69,1,4717,0,120,0,1,1582,33,0,0,0,0,0,0,"목돈만들기"
"78706715","test01",26,"시험용",0,122,"2017-04-29 01:48:52",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"78706715","test01",26,"시험용",0,122,"2017-04-29 01:48:52",2,0,4723,7,0,20,2,2886,0,51,0,0,0,0,1,7,0,0,0,0,"목돈만들기"
"78706715","test01",26,"시험용",0,122,"2017-04-29 01:48:53",3,0,21348,39,8429,15,9,2851,0,15,0,0,0,0,0,0,0,169,15286,1,"목돈만들기"
"78706715","test01",26,"시험용",0,122,"2017-04-29 01:48:53",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,15286,1,"목돈만들기"
"45532870","test01",54,"시험용",1,214,"2017-04-29 01:48:53",0,0,7031,9,0,112,0,0,7723,53,0,0,2152,27,0,0,0,0,0,0,"목돈만들기"
"45532870","test01",54,"시험용",1,214,"2017-04-29 01:48:53",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"45532870","test01",54,"시험용",1,214,"2017-04-29 01:48:53",2,0,4689,6,0,135,0,0,5279,64,0,0,0,0,1,6,0,0,0,0,"목돈만들기"
"45532870","test01",54,"시험용",1,214,"2017-04-29 01:48:53",3,0,2033,5,6376,-65,0,554,0,-65,0,0,0,0,0,0,0,128,9127,1,"목돈만들기"
"45532870","test01",54,"시험용",1,214,"2017-04-29 01:48:54",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,9127,1,"목돈만들기"
"71731320","test01",29,"시험용",0,153,"2017-04-29 01:48:54",0,0,3698,18,0,11,2,117,0,11,0,0,849,36,0,0,0,0,0,0,"목돈만들기"
"71731320","test01",29,"시험용",0,153,"2017-04-29 01:48:54",1,1,6732,15,0,27,2,65,0,27,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"71731320","test01",29,"시험용",0,153,"2017-04-29 01:48:54",2,0,4723,7,0,100,0,0,4462,51,0,0,0,0,1,7,0,0,0,0,"목돈만들기"
"71731320","test01",29,"시험용",0,153,"2017-04-29 01:48:55",3,0,15722,34,7644,13,7,3349,0,13,0,0,0,0,0,0,0,153,12932,1,"목돈만들기"
"71731320","test01",29,"시험용",0,153,"2017-04-29 01:48:55",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,12932,1,"목돈만들기"
"52400769","test01",20,"시험용",0,323,"2017-04-29 01:48:55",0,0,9374,15,0,38,2,0,10,38,0,1,2152,24,0,0,0,0,0,0,"목돈만들기"
"90600833","test01",31,"시험용",0,309,"2017-04-29 01:49:58",3,0,4076,26,5503,7,4,0,296,2,0,0,0,0,0,0,0,110,6509,1,"목돈만들기"
"90600833","test01",31,"시험용",0,309,"2017-04-29 01:49:58",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,6509,1,"목돈만들기"
"84453921","test01",49,"시험용",1,126,"2017-04-29 01:49:59",0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"84453921","test01",49,"시험용",1,126,"2017-04-29 01:49:59",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
"84453921","test01",49,"시험용",1,126,"2017-04-29 01:49:59",2,0,7240,6,0,23,2,5542,0,98,0,0,0,0,3,6,9,0,0,0,"목돈만들기"
"84453921","test01",49,"시험용",1,126,"2017-04-29 01:49:59",3,0,15184,18,9155,23,3,1706,0,28,0,0,0,0,0,0,0,183,17464,1,"목돈만들기"
"84453921","test01",49,"시험용",1,126,"2017-04-29 01:49:59",4,0,4042,5,0,23,1,2731,0,71,0,0,0,0,0,0,0,183,17464,1,"목돈만들기"
"36905286","test01",44,"시험용",1,273,"2017-04-29 01:50:00",0,0,2216,13,0,11,1,10,0,11,0,0,407,45,0,0,0,0,0,0,"목돈만들기"
"36905286","test01",44,"시험용",1,273,"2017-04-29 01:50:00",1,1,4747,13,0,24,1,0,66,24,0,0,0,0,0,0,0,0,0,0,"목돈만들기"
